사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-06,7호선,2734,논현,62,1,"2,825","1,272","4,907","15,942","8,549","43,229","13,834","108,783","11,739","94,271","10,946","36,034","12,181","21,890","14,255","19,944","15,488","21,414","19,110","19,686","23,812","18,534","29,301","19,276","53,583","23,824","95,769","31,587","51,558","17,844","34,170","10,177","35,185","9,145","34,619","7,101","17,211","5,503","2,702","1,762",1,2,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2735,반포,8,0,962,849,"2,765","8,214","7,813","11,612","10,770","19,339","7,925","15,913","6,144","9,512","6,085","9,770","7,607","9,359","8,301","9,486","8,809","8,158","10,782","8,148","15,180","8,831","16,154","9,119","17,297","11,448","11,793","7,319","9,374","4,699","10,172","4,009","7,540","3,945","2,434","2,446",301,569,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2736,고속터미널,29,3,"1,087","2,776","3,087","22,065","11,051","36,493","17,807","51,255","23,461","35,405","22,825","27,304","26,540","25,335","25,949","23,017","27,136","25,739","28,198","23,058","35,148","19,652","40,745","19,849","54,586","21,189","52,962","23,569","33,194","15,312","33,348","9,177","30,860","9,022","23,600","5,585","8,246","3,282",527,559,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2737,내방,5,0,"2,338","1,724","7,064","10,732","18,153","24,415","27,397","79,230","19,360","44,685","14,340","19,569","14,188","15,259","15,751","15,094","17,497","16,926","17,495","15,678","19,430","15,252","24,347","17,387","36,731","22,084","67,181","29,857","25,703","19,826","18,276","11,929","18,485","10,946","13,500","9,544","4,751","6,477",615,"2,944",0,95,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2738,이수,28,3,"4,657","1,182","9,658","8,633","27,469","14,528","42,306","40,799","28,365","28,156","20,016","20,215","19,563","19,129","21,536","19,936","22,791","21,398","23,072","20,814","23,280","22,696","26,582","27,824","31,928","36,781","42,093","55,237","24,459","36,813","23,488","19,796","26,324","16,433","23,817","14,852","12,356","9,943","1,608","3,014",0,6,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2739,남성,26,1,"6,045",926,"13,658","3,910","37,733","6,474","54,430","14,338","31,406","11,613","18,699","9,917","15,975","9,960","16,143","10,870","15,741","12,764","14,146","12,770","13,691","15,920","14,694","18,769","14,217","24,943","14,320","39,493","8,526","29,733","7,315","18,509","6,931","17,179","5,202","16,043","2,304","10,301",300,"2,491",0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2740,숭실대입구(살피재),8,0,"5,992",785,"12,267","4,068","37,504","8,791","47,726","21,233","29,727","18,290","19,554","18,154","18,308","16,380","18,228","16,030","18,809","17,944","18,196","18,490","18,548","19,074","22,319","23,058","24,624","29,331","20,195","44,341","13,107","33,648","11,512","20,255","11,357","19,915","10,954","19,280","4,799","13,479",645,"2,883",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2741,상도,7,0,"5,354","1,922","12,318","5,024","33,672","7,783","44,115","18,079","25,799","14,316","17,149","12,356","15,469","11,259","16,617","12,357","15,894","13,594","14,320","14,546","15,056","15,443","18,147","18,504","18,390","24,180","18,747","38,317","10,536","27,272","9,213","18,153","8,320","16,290","7,413","15,810","3,719","11,476",636,"2,458",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2742,장승배기,16,0,"6,065","1,097","11,183","4,212","26,017","8,153","38,315","16,363","22,959","10,589","14,837","9,501","13,121","9,649","13,109","10,379","13,437","10,689","11,763","11,247","11,308","13,360","13,448","16,304","13,102","19,538","14,616","30,932","8,045","22,321","6,696","14,304","6,275","13,306","5,263","12,023","2,003","8,221",257,"2,188",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2743,신대방삼거리,33,0,"10,184",814,"19,122","5,200","52,335","10,480","75,678","19,720","42,034","15,453","23,704","12,799","21,080","12,560","21,975","14,532","20,064","15,639","17,805","17,527","17,342","20,196","20,383","25,831","19,341","33,707","22,089","58,451","12,603","45,224","10,579","27,517","8,887","25,671","7,727","22,247","3,476","15,611",456,"4,378",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2744,보라매,4,0,"4,608",885,"7,304","4,023","19,364","12,941","29,016","32,279","16,862","10,931","10,268","8,790","10,196","7,998","10,447","8,632","10,097","9,104","9,698","9,052","11,045","9,686","15,085","11,346","14,989","16,221","24,225","24,979","9,870","19,461","8,031","11,656","7,464","10,570","5,790","9,656","2,535","6,243",330,"2,055",0,6,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2745,신풍,135,3,"11,840","1,202","16,711","5,467","40,690","11,384","50,646","20,145","28,981","12,179","17,460","10,566","15,088","11,307","16,422","11,690","15,422","12,468","13,942","12,597","14,000","15,392","16,520","19,620","16,837","27,851","17,573","41,138","10,891","30,520","7,948","19,171","6,448","17,610","5,010","16,616","1,936","9,877",308,"2,855",1,278,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2746,대림(구로구청),37,0,"11,728","1,042","8,844","3,570","15,218","6,706","22,007","17,633","16,631","12,955","11,284","15,204","11,743","15,970","12,469","13,657","13,417","13,194","14,125","13,038","14,480","13,977","15,425","16,378","17,076","22,120","17,708","23,236","12,211","15,422","10,168","10,610","8,017","12,185","6,534","10,867","3,253","5,258",351,849,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2747,남구로,86,0,"16,286","1,844","15,216","8,030","30,973","32,467","34,670","96,521","22,558","46,106","14,618","18,552","13,619","14,056","14,655","13,136","14,348","14,624","13,722","12,647","15,601","16,058","18,847","21,916","40,550","27,911","70,620","30,376","31,674","21,813","18,371","14,491","12,369","16,839","8,465","14,735","3,567","7,985",367,"1,598",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2748,가산디지털단지,681,4,"6,985","6,502","9,492","26,455","21,839","117,899","25,930","368,521","17,823","199,226","17,230","55,334","21,657","33,789","27,759","31,485","32,402","32,839","36,274","28,923","46,151","26,477","66,961","26,262","183,018","27,778","295,378","33,136","120,380","24,289","66,039","14,205","53,378","11,729","30,583","10,549","11,723","8,045","1,259","2,476",3,3,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2749,철산,30,0,"10,618","2,960","29,384","9,094","81,624","16,317","84,214","33,238","45,452","24,870","30,004","20,043","27,157","19,948","28,106","21,660","26,317","24,037","24,273","25,206","25,096","29,090","27,589","36,301","32,601","54,692","35,008","85,863","19,917","67,112","18,285","36,357","18,179","32,674","14,958","30,478","6,423","19,924",806,"5,059",0,2,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2750,광명사거리,150,0,"20,735","6,150","32,128","11,893","79,461","17,957","89,433","26,030","46,852","22,733","31,713","22,719","28,997","24,672","31,066","26,874","29,853","29,515","27,720","30,315","28,260","34,426","33,206","40,411","36,526","53,852","32,295","79,915","22,111","62,985","16,440","35,893","13,001","30,559","9,032","26,916","3,832","17,141",393,"3,923",0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2751,천왕,8,0,"7,739","1,067","17,557","5,299","51,228","8,946","57,163","15,628","30,724","8,203","17,201","7,063","14,009","8,142","14,394","10,275","13,449","10,729","11,741","11,341","12,102","14,574","14,293","18,695","14,194","26,478","14,258","45,119","7,698","36,557","5,449","21,063","4,408","17,962","3,243","16,091","1,225","10,334",149,"2,513",0,22,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2752,온수(성공회대입구),116,0,"6,967",869,"16,380","3,686","46,962","11,188","51,567","16,685","23,174","12,309","12,931","6,957","11,466","6,412","12,330","8,491","10,892","9,425","10,036","9,295","11,195","10,999","17,023","13,865","14,611","21,777","12,944","38,176","6,435","30,129","5,032","17,230","4,419","15,068","3,311","14,260","1,466","10,105",273,"5,286",0,766,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2753,까치울,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,7호선,2756,신중동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-03 09:48:04
2022-06,7호선,2758,상동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-03 09:48:04
2022-06,7호선,2761,부평구청,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-03 09:48:04
2022-06,8호선,2811,암사,48,0,"14,813",965,"29,183","5,440","78,545","9,467","100,800","19,714","49,500","13,831","28,059","11,861","23,925","13,800","24,405","16,697","22,854","17,267","19,921","19,387","18,818","24,700","20,702","30,517","21,877","40,651","22,825","67,371","13,758","56,810","10,678","31,719","7,979","26,525","5,313","28,428","1,950","16,050",219,"3,932",0,509,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2812,천호(풍납토성),93,2,"10,102","1,748","16,661","10,451","38,982","13,936","54,484","27,731","30,746","22,966","18,538","18,122","18,246","18,636","19,585","20,201","20,203","21,953","19,230","22,837","20,562","27,272","23,386","31,087","28,946","42,049","28,975","65,658","19,088","44,585","16,891","26,043","13,525","23,408","10,095","20,792","4,447","12,529",741,"3,752",0,253,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2813,강동구청,14,0,"5,053","1,121","11,484","5,203","30,479","14,263","40,156","32,351","22,536","13,533","14,593","9,654","13,205","9,766","13,511","10,762","12,765","12,143","12,315","12,418","12,982","14,072","15,027","16,755","18,908","21,214","25,567","34,836","9,886","24,930","7,249","15,264","6,456","14,721","4,905","13,160","1,747","7,592",213,"2,179",0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2814,몽촌토성(평화의문),0,0,"1,552","1,474","3,701","5,935","11,733","8,863","17,027","25,245","9,881","13,661","7,087","8,904","6,835","9,098","7,689","8,066","7,719","8,271","8,811","7,334","9,469","7,613","11,715","9,226","15,262","11,649","21,410","16,137","8,656","12,295","7,686","7,066","7,551","6,355","6,192","6,038","2,732","3,533",327,"1,003",0,2,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2815,잠실(송파구청),16,0,"1,421","2,334","4,743","10,158","8,797","29,644","12,300","73,586","9,095","40,743","9,469","30,154","12,016","31,420","14,985","31,448","18,253","30,743","22,749","28,499","28,482","27,905","32,316","29,102","43,013","33,703","62,766","40,997","36,103","20,987","34,025","11,934","32,763","8,520","25,289","6,523","8,991","3,820","1,328","1,199",1,39,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2816,석촌,2,0,"3,068",627,"5,867","3,736","15,753","8,570","23,017","21,129","12,898","16,534","9,873","11,710","9,755","11,719","10,250","12,671","10,562","13,119","10,250","12,578","11,401","13,447","12,955","16,110","16,089","19,917","18,055","27,841","10,379","18,497","9,424","11,486","9,628","9,828","8,099","8,564","3,208","5,833",428,"2,040",0,32,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2817,송파,1,0,"2,948",663,"8,430","5,999","26,630","10,441","31,770","18,156","18,419","10,230","13,674","7,990","12,391","8,007","12,883","9,211","12,331","10,438","10,870","11,392","12,824","13,094","16,702","14,893","14,448","18,998","16,202","27,396","9,085","21,721","6,461","12,213","5,086","12,099","3,783","11,061","1,446","6,563",172,"1,631",0,126,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2818,가락시장,43,0,"2,781","2,340","5,577","7,139","10,763","14,173","12,539","38,456","9,832","16,736","9,265","11,532","9,910","10,210","9,398","9,928","10,291","10,659","11,035","9,921","12,428","10,454","12,987","12,175","17,826","14,581","27,254","19,251","11,765","13,635","10,489","8,718","10,189","8,168","8,471","6,378","3,872","4,238",554,"2,172",1,390,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2819,문정,11,1,"2,123","3,202","6,669","13,873","21,725","51,586","30,706","164,958","18,076","73,219","15,112","26,205","15,774","17,693","17,301","16,453","20,105","19,178","22,825","17,622","26,125","17,408","31,238","18,793","74,815","23,060","120,816","33,881","40,125","23,735","26,694","13,955","23,646","12,474","18,133","11,127","6,297","6,997",808,"1,413",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2820,장지,24,0,"5,535","2,629","17,628","12,515","44,732","27,108","54,383","47,720","30,423","29,614","19,999","18,805","17,813","18,904","19,801","22,288","20,783","18,880","19,786","21,311","22,929","23,864","30,672","28,087","41,750","31,593","46,861","48,828","25,927","34,774","22,802","21,060","18,148","17,240","11,011","17,144","4,253","10,124",516,"1,916",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2821,복정,2,0,"4,179","2,551","10,358","8,979","27,930","10,455","35,440","16,668","21,060","11,598","13,226","8,576","10,900","6,886","12,295","9,438","11,406","8,272","10,760","8,663","12,408","9,950","15,987","13,340","20,013","18,381","23,345","27,991","13,348","20,630","8,687","13,180","6,991","12,409","5,806","11,662","2,300","5,662",307,"1,189",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2822,산성,22,1,"3,904",841,"7,845","4,089","21,609","3,588","24,781","8,832","12,882","6,186","9,147","5,725","7,673","4,841","7,834","5,060","7,692","5,716","7,046","5,573","7,898","7,553","8,933","9,574","9,036","12,543","6,939","19,750","3,733","17,129","2,481","10,533","2,182","9,988","1,318","9,514",623,"5,661",103,"1,789",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2823,남한산성입구(성남법원.검찰청),34,0,"11,242","1,571","21,051","5,380","50,840","11,130","67,359","25,461","33,074","20,552","21,776","13,283","19,891","11,189","19,974","13,550","18,754","15,204","17,555","14,012","18,400","16,988","20,784","21,435","23,262","28,685","22,280","45,033","10,692","35,589","7,410","22,588","5,675","22,162","3,846","20,197","1,372","11,696",155,"3,460",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2824,단대오거리,12,0,"8,654","1,693","15,987","7,845","35,090","10,856","43,310","21,244","22,989","10,730","16,447","8,992","14,474","9,121","15,406","10,097","14,810","10,801","13,355","11,878","13,519","15,217","17,173","18,681","19,348","23,337","22,108","36,131","9,961","28,406","7,135","17,377","5,559","16,856","4,175","15,989","1,530","10,192",169,"2,383",1,33,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2825,신흥,1,0,"3,418",384,"5,105","2,785","11,621","3,534","15,683","6,830","8,504","4,526","6,104","4,541","5,825","4,743","6,155","5,738","5,936","7,608","5,842","7,403","6,787","8,002","8,500","9,574","8,784","10,798","7,470","15,426","4,746","12,659","3,882","7,700","2,948","7,002","1,989","5,696",848,"3,879",104,800,0,132,1,1,0,0,2022-07-03 09:48:05
2022-06,8호선,2826,수진,3,0,"4,144",604,"6,953","2,549","16,312","4,084","21,909","12,243","11,515","5,812","8,450","5,306","7,548","5,468","8,665","6,080","7,889","7,759","6,893","7,604","8,009","8,640","11,150","9,133","11,035","10,423","8,315","15,349","4,817","12,004","3,439","7,845","2,912","7,411","2,196","6,686",753,"4,507",100,"1,080",1,157,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2827,모란,17,0,"2,039",554,"3,245","3,617","8,285","4,395","11,350","10,086","6,754","5,927","6,470","6,329","7,275","6,596","8,473","6,664","8,892","6,757","8,934","6,290","9,710","6,660","11,758","7,383","10,662","8,587","10,977","10,458","6,746","6,667","4,871","4,073","4,439","3,965","4,064","3,361","2,191","2,236",289,"1,485",0,245,0,0,0,0,2022-07-03 09:48:05
2022-06,8호선,2828,남위례,6,0,"1,091",607,"4,715","2,433","16,042","6,034","18,234","17,707","10,069","8,665","6,926","5,031","6,142","4,853","6,797","5,702","7,005","6,553","6,714","6,230","7,594","7,131","9,716","9,265","12,226","12,230","14,006","18,382","5,891","14,573","4,704","7,651","4,882","7,692","3,723","7,154","1,603","4,914",300,"1,302",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4101,개화,8,0,"1,719",151,"6,505","2,783","13,680","3,245","8,545","5,558","3,739","2,754","2,751","2,104","2,408","2,191","2,210","2,043","2,340","1,920","2,320","1,843","2,697","2,330","4,105","2,193","5,627","3,250","5,841","5,939","2,551","4,875","1,860","2,945","1,736","1,882",484,"1,698",254,"1,055",56,471,0,40,1,1,0,0,2022-07-03 09:48:05
2022-06,9호선,4102,김포공항,5,0,"1,214","1,539","2,932","13,586","7,226","22,323","9,799","28,164","9,202","20,420","9,697","21,541","12,267","25,818","14,664","25,908","14,662","26,012","15,481","25,219","18,099","24,473","17,640","29,847","19,939","29,921","23,362","30,454","17,344","18,477","16,394","8,688","16,539","4,195","12,587","3,156","2,182","2,179",85,"1,227",0,21,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4103,공항시장,6,0,"3,584",216,"4,694","1,504","9,843","2,065","10,599","3,918","6,318","3,162","4,677","2,988","4,277","3,344","4,871","3,750","4,388","4,311","4,132","4,062","4,167","4,921","4,564","6,442","4,680","7,256","4,035","11,149","2,817","9,732","2,579","6,278","2,083","5,505","1,714","5,194",780,"3,895",100,"1,307",0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4104,신방화,6,0,"4,597",655,"11,105","2,397","28,162","5,205","27,104","11,092","14,423","6,134","10,588","5,837","9,550","6,374","10,662","7,242","9,437","7,888","8,427","8,149","8,743","10,427","11,444","12,158","9,244","14,495","9,926","24,439","5,671","19,612","4,435","11,885","3,435","10,759","2,369","10,130",977,"6,753",116,"1,892",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4105,마곡나루(서울식물원),5,1,"4,074","1,146","10,476","9,334","29,419","17,390","29,810","49,302","14,531","21,302","11,216","13,327","11,956","12,286","13,856","11,873","13,981","12,896","14,413","12,771","16,452","13,477","20,131","15,741","34,330","23,679","43,793","35,025","18,646","30,465","16,089","17,005","15,761","14,985","13,823","14,720","6,863","9,805",823,"3,243",1,98,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4106,양천향교,6,0,"4,481","1,269","10,429","6,873","31,320","10,441","30,743","39,147","14,210","17,004","11,686","9,187","11,544","8,348","12,692","9,796","12,259","9,617","11,758","10,577","12,900","10,192","15,968","12,008","21,016","17,771","32,417","26,485","11,702","24,937","7,475","15,667","6,691","13,639","4,962","14,352","1,794","9,738",274,"2,748",0,4,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4107,가양,99,0,"15,368","1,543","25,308","9,236","72,620","26,519","76,053","48,402","41,901","26,470","30,787","17,537","29,686","17,801","30,971","19,988","28,047","22,849","25,461","23,732","27,243","26,819","31,969","33,544","38,731","40,382","45,987","67,111","19,832","57,074","15,045","34,935","12,936","33,871","9,053","30,453","3,113","19,778",394,"5,021",0,130,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4108,증미,0,0,"2,362",820,"7,944","4,341","21,709","9,052","22,627","32,538","11,275","12,005","8,753","7,115","9,061","6,104","8,797","6,744","8,723","7,172","8,308","7,444","8,383","9,040","10,785","9,552","16,985","11,020","27,753","20,156","8,352","16,326","5,429","8,666","4,412","7,856","2,836","7,103","1,019","5,284",126,"1,022",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4109,등촌,10,0,"5,520",733,"14,962","3,328","43,826","6,781","53,771","17,432","23,710","10,947","17,330","9,551","16,508","10,502","16,628","11,686","15,701","12,971","13,718","12,992","13,499","15,707","15,168","19,098","15,326","26,195","18,027","39,512","9,083","35,073","6,960","20,690","5,879","15,999","4,491","15,374","1,900","10,724",343,"2,391",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4110,염창,29,2,"12,070",742,"27,693","4,926","77,302","8,241","83,925","19,917","45,111","10,985","26,878","10,175","24,399","11,232","24,157","13,556","21,437","15,410","18,784","17,022","17,866","22,056","19,171","27,205","21,752","41,737","23,543","70,135","12,729","60,272","9,812","37,500","8,980","32,492","6,793","32,800","2,721","22,739",361,"4,617",1,598,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4111,신목동,1,0,"1,923",467,"6,443","2,404","19,926","3,222","20,961","5,976","9,617","3,175","6,574","2,548","5,717","2,962","5,589","3,244","5,168","4,023","4,384","4,468","4,482","4,630","5,955","6,382","6,530","8,265","6,582","13,423","2,657","11,201","2,040","6,351","1,705","7,143","1,746","6,319",609,"4,038",113,"1,219",1,40,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4112,선유도,5,0,"1,809","1,506","5,918","4,855","21,143","15,060","25,240","44,286","11,882","17,480","8,088","7,619","8,410","7,436","9,445","7,486","9,073","8,072","8,619","8,204","9,951","8,704","13,171","10,032","24,322","11,985","38,593","20,390","13,182","15,804","7,854","8,771","6,681","8,108","5,329","7,240","1,893","4,907",270,"1,487",0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4113,당산,40,0,"8,400","1,528","17,713","6,732","52,018","15,853","60,348","41,564","34,340","22,841","25,371","15,819","25,405","17,130","26,521","18,562","25,809","21,048","24,230","21,033","24,545","23,946","27,071","28,689","34,086","45,126","45,192","67,303","22,913","49,671","18,765","31,924","18,748","31,287","16,133","31,367","7,588","20,948","1,163","4,803",2,166,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4114,국회의사당,2,1,935,"1,658","1,868","10,015","3,896","41,723","6,620","140,531","6,005","70,864","6,996","22,893","10,902","18,215","13,184","15,811","15,761","16,843","19,595","13,495","22,125","10,123","27,726","10,491","62,871","12,886","104,810","12,602","34,793","6,987","21,874","4,182","23,170","3,369","14,379","3,130","5,356","1,910",776,488,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4115,여의도,7,0,"2,882","2,182","4,532","22,834","9,249","129,435","10,546","168,118","10,654","69,162","13,340","32,456","19,178","32,477","20,594","31,921","26,307","32,248","29,977","28,026","37,701","25,293","53,286","25,174","136,542","27,740","147,767","31,913","69,148","18,009","56,672","9,746","46,099","8,340","30,261","7,685","10,726","4,645","1,418","1,993",0,167,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4116,샛강,2,0,"1,157",995,"2,370","4,254","4,974","15,940","6,098","37,021","4,908","13,304","5,024","8,110","5,802","7,725","6,705","6,609","7,525","6,996","8,277","6,973","9,413","6,157","10,543","6,939","19,852","9,704","31,751","12,760","11,669","7,177","9,617","4,172","9,481","3,390","7,904","3,365","4,002","1,952",775,679,0,3,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4117,노량진,374,2,"16,781","2,074","25,049","13,220","62,364","40,138","89,602","62,660","48,008","37,472","30,610","24,899","29,999","25,202","33,391","31,421","36,191","33,787","32,030","29,607","31,681","34,147","36,657","41,306","46,751","56,044","53,966","85,161","29,078","55,068","30,293","38,246","35,982","37,264","39,372","35,852","11,688","22,891",934,"4,406",0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4118,노들,17,0,"3,753",299,"5,687","1,405","16,842","2,556","20,877","4,255","11,858","3,337","8,149","3,637","6,933","3,445","6,774","4,187","6,941","4,778","5,906","5,152","5,437","7,039","6,201","7,828","6,501","9,610","6,235","16,180","3,850","11,779","3,459","7,176","3,339","7,061","2,573","6,489",952,"4,315",158,857,0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4119,흑석(중앙대입구),1,0,"3,589","1,350","6,500","6,747","16,866","11,334","21,626","19,237","13,758","13,636","12,250","12,130","12,267","10,159","13,300","11,859","13,078","12,894","13,577","11,961","14,733","12,607","18,302","15,017","21,336","17,978","17,533","27,202","10,241","17,610","9,108","12,653","8,930","10,979","8,494","10,543","4,054","7,146",608,"1,459",1,16,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4120,동작(현충원),5,0,"1,090",252,"1,770","1,970","5,416","2,590","6,568","5,751","4,998","7,492","5,073","7,141","7,344","4,970","6,874","4,198","6,108","3,915","5,892","3,863","5,148","3,403","5,181","3,055","5,062","3,188","4,855","4,866","2,082","3,203","1,811","2,154","1,498","2,144","1,340","2,299",660,"1,676",80,936,1,235,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4121,구반포,2,2,239,175,707,"1,646","1,447","3,367","2,099","4,494","1,316","3,821","1,161","1,893","1,404","1,912","1,551","1,898","1,767","2,263","2,291","1,708","2,653","1,787","3,213","1,795","4,090","1,887","4,909","2,699","2,090","1,623","1,748",774,"1,132",788,"1,062",667,257,562,54,259,0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4122,신반포,4,1,652,855,"2,047","11,117","6,103","7,595","7,518","9,493","5,266","5,850","4,253","4,973","4,156","3,851","4,948","4,280","5,326","5,201","5,066","5,286","7,253","5,483","13,310","5,850","13,102","6,246","9,191","9,530","5,080","6,467","4,059","3,845","4,252","3,534","3,365","3,420","1,153","2,189",156,389,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4123,고속터미널,21,0,"2,009","1,610","4,892","15,981","15,883","20,079","21,172","29,449","18,169","30,864","16,455","33,893","18,672","34,767","21,295","35,032","22,970","35,855","25,754","36,867","30,095","38,427","34,255","41,335","37,133","42,785","37,027","50,455","31,003","33,584","27,577","22,048","23,799","19,359","20,269","17,138","7,932","9,852",838,"1,212",0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4124,사평,1,0,926,217,"3,060","1,745","10,258","5,128","13,381","7,343","7,920","3,599","5,946","3,093","5,059","3,675","5,723","4,231","5,346","5,179","4,945","5,511","5,518","5,752","8,392","7,233","7,139","8,615","7,855","10,588","4,390","8,857","3,049","5,192","2,247","4,971","2,146","5,171",612,"3,015",104,644,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선,4125,신논현,55,0,"5,042","1,309","13,399","13,737","32,337","40,678","43,401","90,182","29,263","98,554","25,619","52,673","30,117","42,039","35,557","40,832","38,860","45,186","42,127","42,004","47,104","40,391","56,147","48,457","77,270","62,174","104,761","91,939","73,348","52,435","54,783","29,012","60,098","25,795","58,590","22,765","29,684","14,005","4,681","2,749",4,450,0,0,0,0,2022-07-03 09:48:05
2022-06,공항철도 1호선,4201,서울역,172,0,"2,726","1,076","2,721","11,179","10,735","18,284","13,189","24,560","10,612","21,166","11,277","16,369","13,177","14,980","16,279","16,981","16,509","15,704","13,007","14,176","19,875","14,076","21,837","15,641","26,645","16,798","30,815","20,340","22,149","15,995","15,922","11,447","19,042","9,245","13,822","8,150","7,225","3,298",16,"1,756",0,0,0,0,0,0,2022-07-03 09:48:05
